pitch_id,game_date,game_pk,game_type,at_bat_number,pitch_number,inning,inning_topbot,outs_when_up,home_team,away_team,player_name,pitcher,batter,stand,p_throws,balls,strikes,count,pitcher_advantage_count,is_two_strike,is_first_pitch,times_through_order,pitch_type,pitch_name,pitch_name_raw,description,events,type,bb_type,is_strike,is_swing,is_contact,is_whiff,is_csw,is_in_zone,is_chase,zone,release_speed,effective_speed,release_spin_rate,release_extension,release_pos_x,release_pos_y,release_pos_z,pfx_x,pfx_z,plate_x,plate_z,sz_top,sz_bot,arm_angle,launch_speed,launch_angle,hit_distance_sc,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,delta_run_exp,bat_speed,swing_length,is_hard_hit,home_score,away_score,bat_score,fld_score,has_video,video_url,video_level,video_notes
824393_51_2,2026-08-30,824393,R,51,2,6,Top,2,CLE,KC,"Messick, Parker",800048,670231,L,L,1,0,1-0,False,False,False,3,FF,Four-Seam Fastball,4-Seam Fastball,hit_into_play,field_out,X,fly_ball,False,True,True,False,False,True,False,6,93.7,94.3,2216,6.6,1.06,53.86,5.27,0.45,1.21,0.48840384,2.291266614,3.135752953,1.582529528,42.5,83.2,43.0,284.0,0.014,0.017,0.0,-0.305,,,False,9,1,1,9,True,https://www.mlb.com/video/john-rave-flies-out-to-center-fielder-steven-kwan?partnerId=web_multimedia-search_video-share,Pitch,
824393_51_1,2026-08-30,824393,R,51,1,6,Top,2,CLE,KC,"Messick, Parker",800048,670231,L,L,0,0,0-0,False,False,True,3,FF,Four-Seam Fastball,4-Seam Fastball,ball,none,B,none,False,False,False,False,False,False,False,11,94.2,95.0,2295,6.6,1.2,53.92,5.33,0.48,1.3,-0.118080629,4.21913077,3.135752953,1.582529528,41.5,,,,,,,0.024,,,False,9,1,1,9,True,https://www.mlb.com/video/parker-messick-ball-to-john-rave-v5eibp?partnerId=web_multimedia-search_video-share,Pitch,
824393_50_5,2026-08-30,824393,R,50,5,6,Top,2,CLE,KC,"Messick, Parker",800048,679845,R,L,3,1,3-1,False,False,False,3,FF,Four-Seam Fastball,4-Seam Fastball,hit_into_play,double,X,line_drive,False,True,True,False,False,True,False,2,94.0,95.1,2134,6.7,1.09,53.78,5.19,0.49,1.38,-0.075281173,2.860341265,3.18226706,1.606003937,36.7,92.3,22.0,310.0,0.149,0.155,1.25,0.414,65.5,6.1,False,9,1,1,9,True,https://www.mlb.com/video/nick-loftin-doubles-23-on-a-line-drive-to-right-fielder-chase-delauter?partnerId=web_multimedia-search_video-share,Pitch,
824393_50_4,2026-08-30,824393,R,50,4,6,Top,2,CLE,KC,"Messick, Parker",800048,679845,R,L,2,1,2-1,False,False,False,3,CH,Changeup,Changeup,ball,none,B,none,False,False,False,False,False,False,False,13,86.2,86.8,1844,6.4,1.24,54.06,5.2,1.02,0.2,-1.051290737,1.160789409,3.18226706,1.606003937,33.3,,,,,,,0.101,,,False,9,1,1,9,True,https://www.mlb.com/video/parker-messick-ball-to-nick-loftin-r3nejg?partnerId=web_multimedia-search_video-share,Pitch,
824393_50_3,2026-08-30,824393,R,50,3,6,Top,2,CLE,KC,"Messick, Parker",800048,679845,R,L,1,1,1-1,False,False,False,3,CH,Changeup,Changeup,ball,none,B,none,False,False,False,False,False,False,False,14,85.6,85.6,1668,6.4,1.25,54.15,5.2,1.26,0.06,0.320275658,0.064928419,3.18226706,1.606003937,35.1,,,,,,,0.055,,,False,9,1,1,9,True,https://www.mlb.com/video/parker-messick-ball-to-nick-loftin-o6kkxt?partnerId=web_multimedia-search_video-share,Pitch,
824393_50_2,2026-08-30,824393,R,50,2,6,Top,2,CLE,KC,"Messick, Parker",800048,679845,R,L,0,1,0-1,True,False,False,3,CH,Changeup,Changeup,ball,none,B,none,False,False,False,False,False,False,False,13,86.8,87.1,1813,6.5,1.26,53.97,5.23,1.21,0.12,-0.263231701,-0.079465926,3.18226706,1.606003937,36.1,,,,,,,0.03,,,False,9,1,1,9,True,https://www.mlb.com/video/parker-messick-ball-to-nick-loftin-yli0rz?partnerId=web_multimedia-search_video-share,Pitch,
824393_50_1,2026-08-30,824393,R,50,1,6,Top,2,CLE,KC,"Messick, Parker",800048,679845,R,L,0,0,0-0,False,False,True,3,CU,Curveball,Curveball,called_strike,none,S,none,True,False,False,False,True,True,False,6,79.6,79.9,2288,6.4,1.08,54.08,5.36,-1.34,-0.53,0.297217938,2.314379914,3.18226706,1.606003937,41.2,,,,,,,-0.043,,,False,9,1,1,9,True,https://www.mlb.com/video/parker-messick-called-strike-to-nick-loftin-9kztam?partnerId=web_multimedia-search_video-share,Pitch,
824393_49_3,2026-08-30,824393,R,49,3,6,Top,1,CLE,KC,"Messick, Parker",800048,686469,L,L,1,1,1-1,False,False,False,3,SI,Sinker,Sinker,hit_into_play,field_out,X,fly_ball,False,True,True,False,False,True,False,2,94.7,95.4,2156,6.6,1.02,53.91,5.32,0.95,1.05,0.194902432,2.997417638,3.363057743,1.697244095,39.2,86.5,40.0,301.0,0.006,0.005,0.0,-0.253,66.8,6.9,False,9,1,1,9,True,https://www.mlb.com/video/vinnie-pasquantino-flies-out-to-center-fielder-steven-kwan?partnerId=web_multimedia-search_video-share,Pitch,
824393_49_2,2026-08-30,824393,R,49,2,6,Top,1,CLE,KC,"Messick, Parker",800048,686469,L,L,1,0,1-0,False,False,False,3,SL,Slider,Slider,called_strike,none,S,none,True,False,False,False,True,True,False,2,88.1,88.9,2397,6.6,1.02,53.86,5.39,-0.31,0.41,0.190230062,3.065401319,3.363057743,1.697244095,42.7,,,,,,,-0.05,,,False,9,1,1,9,True,https://www.mlb.com/video/parker-messick-called-strike-to-vinnie-pasquantino-k6rec7?partnerId=web_multimedia-search_video-share,Pitch,
824393_49_1,2026-08-30,824393,R,49,1,6,Top,1,CLE,KC,"Messick, Parker",800048,686469,L,L,0,0,0-0,False,False,True,3,SL,Slider,Slider,ball,none,B,none,False,False,False,False,False,False,False,13,87.1,88.1,2420,6.6,0.9,53.93,5.45,-0.45,0.38,-0.702142595,1.345720929,3.363057743,1.697244095,42.5,,,,,,,0.042,,,False,9,1,1,9,True,https://www.mlb.com/video/parker-messick-ball-to-vinnie-pasquantino-3voarb?partnerId=web_multimedia-search_video-share,Pitch,
824393_48_4,2026-08-30,824393,R,48,4,6,Top,0,CLE,KC,"Messick, Parker",800048,521692,R,L,1,2,1-2,True,True,False,3,FF,Four-Seam Fastball,4-Seam Fastball,hit_into_play,field_out,X,fly_ball,False,True,True,False,False,True,False,2,96.3,97.0,2313,6.6,0.96,53.9,5.29,0.52,1.44,-0.197086236,2.917715379,3.312155512,1.671555118,41.0,84.4,59.0,201.0,0.017,0.015,0.0,-0.185,71.4,7.0,False,9,1,1,9,True,https://www.mlb.com/video/salvador-perez-flies-out-to-right-fielder-chase-delauter?partnerId=web_multimedia-search_video-share,Pitch,
824393_48_3,2026-08-30,824393,R,48,3,6,Top,0,CLE,KC,"Messick, Parker",800048,521692,R,L,1,1,1-1,False,False,False,3,CH,Changeup,Changeup,foul,none,S,none,True,True,True,False,False,True,False,9,86.0,86.0,1742,6.3,1.24,54.18,5.32,1.2,-0.15,0.714831738,1.944982433,3.312155512,1.671555118,35.0,78.8,44.0,234.0,,,,-0.061,72.2,7.3,False,9,1,1,9,True,https://www.mlb.com/video/parker-messick-foul-to-salvador-perez-ufgydg?partnerId=web_multimedia-search_video-share,Pitch,
824393_48_2,2026-08-30,824393,R,48,2,6,Top,0,CLE,KC,"Messick, Parker",800048,521692,R,L,0,1,0-1,True,False,False,3,CH,Changeup,Changeup,ball,none,B,none,False,False,False,False,False,False,False,13,85.9,86.1,1819,6.6,1.32,53.91,5.27,1.27,0.31,-0.884129166,-0.622205211,3.312155512,1.671555118,39.4,,,,,,,0.029,,,False,9,1,1,9,True,https://www.mlb.com/video/parker-messick-ball-to-salvador-perez-pddtct?partnerId=web_multimedia-search_video-share,Pitch,
824393_48_1,2026-08-30,824393,R,48,1,6,Top,0,CLE,KC,"Messick, Parker",800048,521692,R,L,0,0,0-0,False,False,True,3,FF,Four-Seam Fastball,4-Seam Fastball,called_strike,none,S,none,True,False,False,False,True,False,False,12,93.6,94.2,2269,6.6,1.1,53.88,5.33,0.7,1.37,0.111340429,3.587602572,3.312155512,1.671555118,38.1,,,,,,,-0.042,,,False,9,1,1,9,True,https://www.mlb.com/video/parker-messick-called-strike-to-salvador-perez?partnerId=web_multimedia-search_video-share,Pitch,
824393_44_1,2026-08-30,824393,R,44,1,5,Top,2,CLE,KC,"Messick, Parker",800048,695506,L,L,0,0,0-0,False,False,True,3,FF,Four-Seam Fastball,4-Seam Fastball,hit_into_play,field_out,X,fly_ball,False,True,True,False,False,True,False,1,94.4,94.8,2292,6.6,1.07,53.89,5.34,0.4,1.54,-0.311587326,3.359456983,3.401673228,1.716732283,46.5,99.3,35.0,349.0,0.286,0.538,0.0,-0.275,78.6,7.1,True,9,1,1,9,True,https://www.mlb.com/video/jac-caglianone-flies-out-to-left-fielder-jo-adell?partnerId=web_multimedia-search_video-share,Pitch,
824393_43_4,2026-08-30,824393,R,43,4,5,Top,1,CLE,KC,"Messick, Parker",800048,677951,R,L,2,1,2-1,False,False,False,3,SL,Slider,Slider,hit_into_play,field_out,X,line_drive,False,True,True,False,False,True,False,6,85.3,85.6,2346,6.6,1.31,53.95,5.26,-0.63,0.09,0.682367502,2.437652308,3.238435039,1.634350394,44.0,93.6,20.0,331.0,0.303,0.342,0.0,-0.313,73.5,6.8,False,9,1,1,9,True,https://www.mlb.com/video/bobby-witt-jr-lines-out-to-right-fielder-chase-delauter?partnerId=web_multimedia-search_video-share,Pitch,
824393_43_3,2026-08-30,824393,R,43,3,5,Top,1,CLE,KC,"Messick, Parker",800048,677951,R,L,1,1,1-1,False,False,False,3,FF,Four-Seam Fastball,4-Seam Fastball,ball,none,B,none,False,False,False,False,False,False,False,12,93.8,93.7,2088,6.6,1.15,53.94,5.26,0.49,1.2,1.19239216,3.739193197,3.238435039,1.634350394,41.9,,,,,,,0.065,,,False,9,1,1,9,True,https://www.mlb.com/video/parker-messick-ball-to-bobby-witt-jr-dktflo?partnerId=web_multimedia-search_video-share,Pitch,
824393_43_2,2026-08-30,824393,R,43,2,5,Top,1,CLE,KC,"Messick, Parker",800048,677951,R,L,1,0,1-0,False,False,False,3,FF,Four-Seam Fastball,4-Seam Fastball,foul,none,S,none,True,True,True,False,False,True,False,6,94.6,94.9,2238,6.5,1.09,54.01,5.32,0.66,1.34,0.598006225,2.655580808,3.238435039,1.634350394,42.4,78.6,54.0,225.0,,,,-0.046,75.7,6.8,False,9,1,1,9,True,https://www.mlb.com/video/parker-messick-foul-to-bobby-witt-jr-pe2ne8?partnerId=web_multimedia-search_video-share,Pitch,
824393_43_1,2026-08-30,824393,R,43,1,5,Top,1,CLE,KC,"Messick, Parker",800048,677951,R,L,0,0,0-0,False,False,True,3,CU,Curveball,Curveball,ball,none,B,none,False,False,False,False,False,False,False,13,78.7,78.7,2274,6.6,1.16,53.94,5.32,-1.38,-0.67,-0.412891468,1.109615296,3.238435039,1.634350394,46.2,,,,,,,0.035,,,False,9,1,1,9,True,https://www.mlb.com/video/parker-messick-ball-to-bobby-witt-jr-yg5t8i?partnerId=web_multimedia-search_video-share,Pitch,
824393_42_3,2026-08-30,824393,R,42,3,5,Top,1,CLE,KC,"Messick, Parker",800048,695600,L,L,2,0,2-0,False,False,False,3,SI,Sinker,Sinker,hit_into_play,single,X,ground_ball,False,True,True,False,False,True,False,7,93.5,94.4,2012,6.7,1.02,53.85,5.28,1.12,0.73,-0.332509085,1.715603505,3.191043307,1.610433071,37.5,109.9,1.0,58.0,0.574,0.538,0.9,0.298,73.5,7.2,True,9,1,1,9,True,https://www.mlb.com/video/parker-messick-in-play-no-out-to-carter-jensen?partnerId=web_multimedia-search_video-share,Pitch,
824393_42_2,2026-08-30,824393,R,42,2,5,Top,1,CLE,KC,"Messick, Parker",800048,695600,L,L,1,0,1-0,False,False,False,3,SI,Sinker,Sinker,ball,none,B,none,False,False,False,False,False,False,False,13,93.9,94.7,2139,6.7,1.06,53.78,5.3,1.12,0.54,-1.273952889,1.788798611,3.191043307,1.610433071,41.0,,,,,,,0.077,,,False,9,1,1,9,True,https://www.mlb.com/video/parker-messick-ball-to-carter-jensen-nfphcx?partnerId=web_multimedia-search_video-share,Pitch,
824393_42_1,2026-08-30,824393,R,42,1,5,Top,1,CLE,KC,"Messick, Parker",800048,695600,L,L,0,0,0-0,False,False,True,3,SI,Sinker,Sinker,ball,none,B,none,False,False,False,False,False,False,False,13,93.4,94.3,2000,6.7,1.09,53.76,5.29,1.09,0.55,-0.376992376,0.954746314,3.191043307,1.610433071,41.0,,,,,,,0.042,,,False,9,1,1,9,True,https://www.mlb.com/video/parker-messick-ball-to-carter-jensen-1zllpn?partnerId=web_multimedia-search_video-share,Pitch,
824393_41_4,2026-08-30,824393,R,41,4,5,Top,0,CLE,KC,"Messick, Parker",800048,664728,L,L,1,2,1-2,True,True,False,2,SI,Sinker,Sinker,called_strike,strikeout,S,none,True,False,False,False,True,True,False,4,93.4,94.1,1978,6.6,0.95,53.91,5.37,1.16,0.89,-0.598326809,2.599552758,3.113812336,1.571456693,39.1,,,,,0.0,0.0,-0.185,,,False,9,1,1,9,True,https://www.mlb.com/video/kyle-isbel-called-out-on-strikes-5067wx?partnerId=web_multimedia-search_video-share,Pitch,
824393_41_3,2026-08-30,824393,R,41,3,5,Top,0,CLE,KC,"Messick, Parker",800048,664728,L,L,0,2,0-2,True,True,False,2,CU,Curveball,Curveball,ball,none,B,none,False,False,False,False,False,False,False,14,79.0,79.0,2366,6.5,0.98,54.05,5.54,-1.64,-0.73,0.447182972,0.651036171,3.113812336,1.571456693,46.7,,,,,,,0.021,,,False,9,1,1,9,True,https://www.mlb.com/video/parker-messick-ball-to-kyle-isbel-l8ygfn?partnerId=web_multimedia-search_video-share,Pitch,
824393_41_2,2026-08-30,824393,R,41,2,5,Top,0,CLE,KC,"Messick, Parker",800048,664728,L,L,0,1,0-1,True,False,False,2,SL,Slider,Slider,called_strike,none,S,none,True,False,False,False,True,True,False,3,87.6,88.5,2413,6.6,1.2,53.88,5.42,-0.54,0.45,0.295687658,2.758270692,3.113812336,1.571456693,44.1,,,,,,,-0.053,,,False,9,1,1,9,True,https://www.mlb.com/video/parker-messick-called-strike-to-kyle-isbel?partnerId=web_multimedia-search_video-share,Pitch,
824393_41_1,2026-08-30,824393,R,41,1,5,Top,0,CLE,KC,"Messick, Parker",800048,664728,L,L,0,0,0-0,False,False,True,2,FF,Four-Seam Fastball,4-Seam Fastball,called_strike,none,S,none,True,False,False,False,True,True,False,7,92.1,92.6,2235,6.7,0.92,53.82,5.43,0.35,1.32,-0.810392902,2.040427784,3.113812336,1.571456693,43.4,,,,,,,-0.042,,,False,9,1,1,9,True,https://www.mlb.com/video/parker-messick-ball-to-kyle-isbel-a3agkk?partnerId=web_multimedia-search_video-share,Pitch,
824393_33_4,2026-08-30,824393,R,33,4,4,Top,2,CLE,KC,"Messick, Parker",800048,686475,R,L,1,2,1-2,True,True,False,2,FF,Four-Seam Fastball,4-Seam Fastball,called_strike,strikeout,S,none,True,False,False,False,True,True,False,5,96.9,97.4,2225,6.7,0.84,53.83,5.31,0.45,1.16,-0.071187029,2.153272022,3.126099081,1.57765748,41.2,,,,,0.0,0.0,-0.18,,,False,6,1,1,6,True,https://www.mlb.com/video/tyler-tolbert-called-out-on-strikes-ac4fjb?partnerId=web_multimedia-search_video-share,Pitch,
824393_33_3,2026-08-30,824393,R,33,3,4,Top,2,CLE,KC,"Messick, Parker",800048,686475,R,L,0,2,0-2,True,True,False,2,FF,Four-Seam Fastball,4-Seam Fastball,ball,none,B,none,False,False,False,False,False,False,False,12,96.1,96.4,2219,6.4,1.02,54.11,5.39,0.25,1.29,0.967695608,4.606074046,3.126099081,1.57765748,39.1,,,,,,,0.026,,,False,6,1,1,6,True,https://www.mlb.com/video/parker-messick-ball-to-tyler-tolbert-gy2wcm?partnerId=web_multimedia-search_video-share,Pitch,
824393_33_2,2026-08-30,824393,R,33,2,4,Top,2,CLE,KC,"Messick, Parker",800048,686475,R,L,0,1,0-1,True,False,False,2,CH,Changeup,Changeup,swinging_strike,none,S,none,True,True,False,True,True,True,False,9,87.1,87.2,1699,6.4,1.29,54.12,5.31,1.05,0.1,0.69219014,1.600346755,3.126099081,1.57765748,36.2,,,,,,,-0.061,71.5,7.5,False,6,1,1,6,True,https://www.mlb.com/video/parker-messick-swinging-strike-to-tyler-tolbert-co7lfn?partnerId=web_multimedia-search_video-share,Pitch,
824393_33_1,2026-08-30,824393,R,33,1,4,Top,2,CLE,KC,"Messick, Parker",800048,686475,R,L,0,0,0-0,False,False,True,2,FF,Four-Seam Fastball,4-Seam Fastball,called_strike,none,S,none,True,False,False,False,True,True,False,7,94.5,95.0,2131,6.7,0.94,53.8,5.29,0.16,1.33,-0.313993524,1.71432838,3.126099081,1.57765748,41.8,,,,,,,-0.043,,,False,6,1,1,6,True,https://www.mlb.com/video/parker-messick-called-strike-to-tyler-tolbert-d8drfn?partnerId=web_multimedia-search_video-share,Pitch,
824393_32_6,2026-08-30,824393,R,32,6,4,Top,1,CLE,KC,"Messick, Parker",800048,670231,L,L,2,2,2-2,False,True,False,2,SI,Sinker,Sinker,called_strike,strikeout,S,none,True,False,False,False,True,True,False,4,94.8,95.7,2040,6.7,0.97,53.82,5.34,1.03,0.58,-0.332193814,2.222663644,3.135752953,1.582529528,38.3,,,,,0.0,0.0,-0.234,,,False,6,1,1,6,True,https://www.mlb.com/video/john-rave-called-out-on-strikes-ovg5zr?partnerId=web_multimedia-search_video-share,Pitch,
824393_32_5,2026-08-30,824393,R,32,5,4,Top,1,CLE,KC,"Messick, Parker",800048,670231,L,L,2,2,2-2,False,True,False,2,FF,Four-Seam Fastball,4-Seam Fastball,foul,none,S,none,True,True,True,False,False,True,False,7,95.7,96.0,2222,6.7,0.91,53.78,5.34,0.21,1.4,-0.492597481,1.863896018,3.135752953,1.582529528,42.3,82.3,42.0,249.0,,,,0.0,61.7,6.6,False,6,1,1,6,True,https://www.mlb.com/video/parker-messick-foul-to-john-rave-4xtnlf?partnerId=web_multimedia-search_video-share,Pitch,
824393_32_4,2026-08-30,824393,R,32,4,4,Top,1,CLE,KC,"Messick, Parker",800048,670231,L,L,1,2,1-2,True,True,False,2,CH,Changeup,Changeup,ball,none,B,none,False,False,False,False,False,False,False,14,86.6,86.5,1653,6.4,1.15,54.06,5.3,1.09,0.04,0.012103566,-0.407375548,3.135752953,1.582529528,36.7,,,,,,,0.052,,,False,6,1,1,6,True,https://www.mlb.com/video/parker-messick-ball-to-john-rave-gizit5?partnerId=web_multimedia-search_video-share,Pitch,
824393_32_3,2026-08-30,824393,R,32,3,4,Top,1,CLE,KC,"Messick, Parker",800048,670231,L,L,0,2,0-2,True,True,False,2,SL,Slider,Slider,ball,none,B,none,False,False,False,False,False,False,False,13,87.4,88.0,2314,6.6,1.11,53.88,5.37,-0.56,-0.11,-0.182342681,1.440459696,3.135752953,1.582529528,41.9,,,,,,,0.019,,,False,6,1,1,6,True,https://www.mlb.com/video/parker-messick-ball-to-john-rave-ykh2ty?partnerId=web_multimedia-search_video-share,Pitch,
824393_32_2,2026-08-30,824393,R,32,2,4,Top,1,CLE,KC,"Messick, Parker",800048,670231,L,L,0,1,0-1,True,False,False,2,SL,Slider,Slider,foul,none,S,none,True,True,True,False,False,False,True,13,88.0,88.3,2348,6.6,0.93,53.92,5.38,-0.41,0.13,-0.713942849,1.242142635,3.135752953,1.582529528,45.5,69.0,-23.0,3.0,,,,-0.057,86.6,7.4,False,6,1,1,6,True,https://www.mlb.com/video/parker-messick-foul-to-john-rave-h3hv6p?partnerId=web_multimedia-search_video-share,Pitch,
824393_32_1,2026-08-30,824393,R,32,1,4,Top,1,CLE,KC,"Messick, Parker",800048,670231,L,L,0,0,0-0,False,False,True,2,FF,Four-Seam Fastball,4-Seam Fastball,called_strike,none,S,none,True,False,False,False,True,True,False,5,93.2,93.5,2062,6.5,1.05,53.96,5.4,0.28,1.3,-0.118139784,2.292663248,3.135752953,1.582529528,41.5,,,,,,,-0.041,,,False,6,1,1,6,True,https://www.mlb.com/video/parker-messick-called-strike-to-john-rave-rfwnht?partnerId=web_multimedia-search_video-share,Pitch,
824393_31_3,2026-08-30,824393,R,31,3,4,Top,0,CLE,KC,"Messick, Parker",800048,679845,R,L,1,1,1-1,False,False,False,2,CH,Changeup,Changeup,hit_into_play,field_out,X,ground_ball,False,True,True,False,False,True,False,9,84.4,84.4,1604,6.3,1.24,54.16,5.27,1.07,0.04,0.354209521,1.686667927,3.18226706,1.606003937,36.2,105.9,-18.0,5.0,0.186,0.167,0.0,-0.247,72.3,7.5,True,6,1,1,6,True,https://www.mlb.com/video/nick-loftin-grounds-out-third-baseman-angel-genao-to-first-baseman-nathan?partnerId=web_multimedia-search_video-share,Pitch,
824393_31_2,2026-08-30,824393,R,31,2,4,Top,0,CLE,KC,"Messick, Parker",800048,679845,R,L,1,0,1-0,False,False,False,2,CU,Curveball,Curveball,called_strike,none,S,none,True,False,False,False,True,True,False,5,78.8,79.1,2198,6.5,1.16,54.02,5.46,-1.26,-0.52,0.11842719,2.191666508,3.18226706,1.606003937,41.4,,,,,,,-0.056,,,False,6,1,1,6,True,https://www.mlb.com/video/parker-messick-called-strike-to-nick-loftin?partnerId=web_multimedia-search_video-share,Pitch,
824393_31_1,2026-08-30,824393,R,31,1,4,Top,0,CLE,KC,"Messick, Parker",800048,679845,R,L,0,0,0-0,False,False,True,2,FF,Four-Seam Fastball,4-Seam Fastball,ball,none,B,none,False,False,False,False,False,False,False,12,91.7,92.3,2179,6.6,0.96,53.9,5.42,0.44,1.21,0.858073263,3.817822336,3.18226706,1.606003937,40.3,,,,,,,0.044,,,False,6,1,1,6,True,https://www.mlb.com/video/parker-messick-ball-to-nick-loftin-tcv7k0?partnerId=web_multimedia-search_video-share,Pitch,
824393_23_4,2026-08-30,824393,R,23,4,3,Top,2,CLE,KC,"Messick, Parker",800048,686469,L,L,1,2,1-2,True,True,False,2,CH,Changeup,Changeup,hit_into_play,field_out,X,popup,False,True,True,False,False,True,False,5,85.1,85.5,1873,6.4,1.19,54.12,5.35,1.08,0.24,0.094170741,2.593062617,3.363057743,1.697244095,35.5,80.6,54.0,225.0,0.017,0.015,0.0,-0.18,64.5,7.4,False,3,1,1,3,True,https://www.mlb.com/video/vinnie-pasquantino-pops-out-to-shortstop-brayan-rocchio?partnerId=web_multimedia-search_video-share,Pitch,
824393_23_3,2026-08-30,824393,R,23,3,3,Top,2,CLE,KC,"Messick, Parker",800048,686469,L,L,0,2,0-2,True,True,False,2,CU,Curveball,Curveball,ball,none,B,none,False,False,False,False,False,False,False,13,80.2,81.0,2398,6.6,0.96,53.85,5.49,-0.79,-0.44,-1.011479315,1.153179922,3.363057743,1.697244095,44.9,,,,,,,0.026,,,False,3,1,1,3,True,https://www.mlb.com/video/parker-messick-ball-to-vinnie-pasquantino-a1tszz?partnerId=web_multimedia-search_video-share,Pitch,
824393_23_2,2026-08-30,824393,R,23,2,3,Top,2,CLE,KC,"Messick, Parker",800048,686469,L,L,0,1,0-1,True,False,False,2,FF,Four-Seam Fastball,4-Seam Fastball,foul,none,S,none,True,True,True,False,False,True,False,5,95.0,96.0,2284,6.7,0.89,53.79,5.39,0.56,1.35,-0.140985052,2.770048884,3.363057743,1.697244095,41.8,76.5,59.0,202.0,,,,-0.061,66.5,6.9,False,3,1,1,3,True,https://www.mlb.com/video/parker-messick-foul-to-vinnie-pasquantino-paz1se?partnerId=web_multimedia-search_video-share,Pitch,
824393_23_1,2026-08-30,824393,R,23,1,3,Top,2,CLE,KC,"Messick, Parker",800048,686469,L,L,0,0,0-0,False,False,True,2,FF,Four-Seam Fastball,4-Seam Fastball,called_strike,none,S,none,True,False,False,False,True,True,False,1,94.4,95.2,2103,6.7,1.0,53.84,5.39,0.55,1.33,-0.686164691,3.229171993,3.363057743,1.697244095,42.7,,,,,,,-0.043,,,False,3,1,1,3,True,https://www.mlb.com/video/parker-messick-called-strike-to-vinnie-pasquantino-vk9mq4?partnerId=web_multimedia-search_video-share,Pitch,
824393_22_4,2026-08-30,824393,R,22,4,3,Top,1,CLE,KC,"Messick, Parker",800048,521692,R,L,2,1,2-1,False,False,False,2,FF,Four-Seam Fastball,4-Seam Fastball,hit_into_play,field_out,X,ground_ball,False,True,True,False,False,True,False,3,95.1,95.9,2288,6.7,1.03,53.82,5.35,0.48,1.41,0.321725731,3.250019508,3.312155512,1.671555118,40.8,100.1,5.0,102.0,0.597,0.551,0.0,-0.311,74.4,7.7,True,3,1,1,3,True,https://www.mlb.com/video/salvador-perez-grounds-out-shortstop-brayan-rocchio-to-first-baseman-nath-dacyyv?partnerId=web_multimedia-search_video-share,Pitch,
824393_22_3,2026-08-30,824393,R,22,3,3,Top,1,CLE,KC,"Messick, Parker",800048,521692,R,L,1,1,1-1,False,False,False,2,FF,Four-Seam Fastball,4-Seam Fastball,ball,none,B,none,False,False,False,False,False,False,False,11,94.8,95.4,2309,6.6,0.92,53.94,5.41,0.35,1.45,-0.932501469,3.780002077,3.312155512,1.671555118,40.7,,,,,,,0.057,,,False,3,1,1,3,True,https://www.mlb.com/video/parker-messick-ball-to-salvador-perez-z6ulzv?partnerId=web_multimedia-search_video-share,Pitch,
824393_22_2,2026-08-30,824393,R,22,2,3,Top,1,CLE,KC,"Messick, Parker",800048,521692,R,L,1,0,1-0,False,False,False,2,FF,Four-Seam Fastball,4-Seam Fastball,foul,none,S,none,True,True,True,False,False,False,True,11,94.4,94.8,2148,6.5,1.06,54.01,5.37,0.52,1.21,-0.389220152,3.659652061,3.312155512,1.671555118,38.9,76.4,55.0,225.0,,,,-0.05,70.4,7.1,False,3,1,1,3,True,https://www.mlb.com/video/parker-messick-foul-to-salvador-perez?partnerId=web_multimedia-search_video-share,Pitch,
824393_22_1,2026-08-30,824393,R,22,1,3,Top,1,CLE,KC,"Messick, Parker",800048,521692,R,L,0,0,0-0,False,False,True,2,FF,Four-Seam Fastball,4-Seam Fastball,ball,none,B,none,False,False,False,False,False,False,False,12,94.6,94.8,2217,6.5,1.13,53.96,5.38,0.6,1.37,0.281456581,4.24307369,3.312155512,1.671555118,39.2,,,,,,,0.042,,,False,3,1,1,3,True,https://www.mlb.com/video/parker-messick-ball-to-salvador-perez-vodynu?partnerId=web_multimedia-search_video-share,Pitch,
824393_21_5,2026-08-30,824393,R,21,5,3,Top,0,CLE,KC,"Messick, Parker",800048,695506,L,L,2,2,2-2,False,True,False,2,CH,Changeup,Changeup,swinging_strike,strikeout,S,none,True,True,False,True,True,False,True,13,85.9,86.0,1848,6.4,1.23,54.12,5.37,1.05,0.06,-0.615476838,0.918577891,3.401673228,1.716732283,37.6,,,,,0.0,0.0,-0.232,79.2,9.0,False,3,1,1,3,True,https://www.mlb.com/video/jac-caglianone-strikes-out-swinging-k5djl1?partnerId=web_multimedia-search_video-share,Pitch,
824393_21_4,2026-08-30,824393,R,21,4,3,Top,0,CLE,KC,"Messick, Parker",800048,695506,L,L,2,1,2-1,False,False,False,2,FF,Four-Seam Fastball,4-Seam Fastball,swinging_strike,none,S,none,True,True,False,True,True,False,True,13,94.7,95.5,2212,6.7,0.84,53.82,5.41,0.29,1.25,-1.226701365,1.882306018,3.401673228,1.716732283,49.6,,,,,,,-0.078,70.8,7.9,False,3,1,1,3,True,https://www.mlb.com/video/parker-messick-swinging-strike-to-jac-caglianone-mxp2qq?partnerId=web_multimedia-search_video-share,Pitch,
